time	V(vo)
2.698424573159430e-04	9.789783e+00
2.698424573159510e-04	9.789783e+00
2.698424573159530e-04	9.789783e+00
2.698424573159570e-04	9.789783e+00
2.698424573159651e-04	9.789783e+00
2.698424573159810e-04	9.789783e+00
2.698424573159851e-04	9.789783e+00
2.698424573159860e-04	9.789783e+00
2.698424573159870e-04	9.789783e+00
2.698424573159880e-04	9.789783e+00
2.698424573159890e-04	9.789783e+00
2.698424573159899e-04	9.789783e+00
2.698424573159909e-04	9.789783e+00
2.698424573159919e-04	9.789783e+00
2.698424573159929e-04	9.789783e+00
2.698424573159949e-04	9.789783e+00
2.698424573159989e-04	9.789783e+00
2.698424573160069e-04	9.789783e+00
2.698424573160229e-04	9.789783e+00
2.698424573160549e-04	9.789783e+00
2.698424573160559e-04	9.789783e+00
2.698424573160579e-04	9.789783e+00
2.698424573160619e-04	9.789783e+00
2.698424573160699e-04	9.789783e+00
2.698424573160859e-04	9.789783e+00
2.698424573160899e-04	9.789783e+00
2.698424573160979e-04	9.789783e+00
2.698424573160999e-04	9.789783e+00
2.698424573161039e-04	9.789783e+00
2.698424573161120e-04	9.789783e+00
2.698424573161280e-04	9.789783e+00
2.698424573161320e-04	9.789783e+00
2.698424573161400e-04	9.789783e+00
2.698424573161560e-04	9.789783e+00
2.698424573161600e-04	9.789783e+00
2.698424573161680e-04	9.789783e+00
2.698424573161840e-04	9.789783e+00
2.698424573162160e-04	9.789783e+00
2.698424573162800e-04	9.789783e+00
2.698424573162960e-04	9.789783e+00
2.698424573163000e-04	9.789783e+00
2.698424573163080e-04	9.789783e+00
2.698424573163100e-04	9.789783e+00
2.698424573163110e-04	9.789783e+00
2.698424573163120e-04	9.789783e+00
2.698424573163140e-04	9.789783e+00
2.698424573163180e-04	9.789783e+00
2.698424573163260e-04	9.789783e+00
2.698424573163280e-04	9.789783e+00
